code,interest,target,maturity,status,description,urgent,stable
9397,0.13,20000,12,,工作之外准备开一间茶叶店 店铺已经装修好 现在急需资金周转 希望可以成功,1,0
9398,0.13,100000,36,1,本人做点小本生意。由于今年厂里的账很难结算到。资金周转有点困难。特在此申请贷款。（本人银行卡月流水10W左右。从不间断),0,0
9399,0.13,500000,12,1,生产订单已下，等待签订合同，本人有能力偿还贷款,0,0
9400,0.13,3000,3,,本人经营网店，以为现在是旺季，需要资金周转。,0,0
9401,0.2,5000,9,,急需要钱周转，请多多支持！谢谢++++++++++,1,0
9402,0.13,20000,12,,本人在国有企业上班 绝对能还得起 但是想出去创业资金有点周转不开 希望能审批下来,0,0
9403,0.13,300000,36,1,用于有线电视网数字化升级改造.提高收费标准和电视系统稳定性,0,1
9404,0.13,10000,36,1,我刚购买小产权房120平方。需要装修.我家是济南的的。想借款一万元，36个月还清，我感觉压力也不大,0,0
9405,0.16,10000,12,1,"本人在现公司连续工作已7年多,现担任技术部科长一职,月薪4500,有良好的还款能力,谢谢支持",0,1
9406,0.24,30000,9,,以前在邮政带过款，自己有房子，老婆也有一套分期房，所以不用担心还款问题，希望有能力的老板可以帮我一把，谢谢,0,0
9407,0.2,5000,12,1,本人是上一年毕业的大学生，工作刚满1年半，现在认为上班之余摆地摊有机会寻求出路，但资金缺乏，希望得到各位的帮助。,0,0
9408,0.13,50000,12,1,我单位因经营规模扩大，需要资金周转，望领导们审核批准,0,0
9409,0.13,30000,24,,因购房，缺装修款特此向你人人贷中心借款。,0,0
9410,0.11,15000,6,1,我是做网店的，由于订单量的增加，日常的推广，急需一部分资金，希望大家多多支持。,1,0
9411,0.13,50000,36,1,本人经营婚庆礼仪公司，经营情况良好，因扩大经营需要更新和新增设备，需要资金周转。信誉保证，还款及时。,0,1
9412,0.11,15000,6,,因家中老人得病，短期借款进货周转。借款描述应限制在20-500字之间,0,0
9413,0.13,20000,36,,老家建了房子却没钱装修了，好借好还，最借不难,0,0
9414,0.1,5000,3,,短期借款，会提前还款，按时还款。大家放心。,0,1
9415,0.11,10000,6,1,需要购买家电安置新家，所以手头资金不够，我每月15号之前公司分两次打款到我的工资账户，每月保证5400元以上，保证按时还款,0,1
9416,0.1,5000,3,1,休假出去旅游，月薪5000左右。绝对按时还款。时间不会很长,0,1
9417,0.13,30000,15,,需要购买大件家电，所以选择申请消费型贷款。,0,0
9418,0.13,100000,36,1,5皇冠淘宝集市店铺，因为旺季备货准备，一定准时还款。,0,0
9419,0.11,50000,6,,借款购买一批建材，保证按月还款，绝不拖欠。,0,0
9420,0.13,100000,36,,淘宝5皇冠卖家旺季提前备货，借款10万元周转，准时还款。,0,0
9421,0.12,5000,9,,有个小档口 需要资金周转 快的情况可能一个月就还清,0,0
9422,0.13,50000,24,,感觉上班挣钱慢想创业来解决现在的困难，麻烦帮我度过难关,0,0
9423,0.13,500000,12,1,"公司业务需要,短期周转用.金泰木业有限公司，成立于1999年，是一家专业生产中、高档胶合板为主的企业。位于粤西南部湛江廉江市沙塘工业区，自有10万亩桉树资源，工厂占地200亩，厂房面积4万㎡，现有员工300余人，年产量20万m&sup3;。企业下设广东东美实业有限公司、香港荣凯国际有限公司、东莞市及时雨信息科技有限公司、东莞市大岭山多德建材商行等四家子公司。 金泰公司是专业生产、销售各种高、中档[GUAN牌]建筑模板的生产制造型企业。以优质的桉木及酚醛树脂胶为原料，桉木经开片、挑选、上胶，热压等工序，在高温、高压下通过冷却成型的工程建筑材料，具有超强防水、防腐、抗老化、表面光滑、不变形等优点，广泛应用于建筑工程中对砼墙表面要求较高的核电工程、高架桥、立交桥及坝、隧道和梁柱等处。",0,0
9424,0.13,50000,24,,急需订购汽车DVD导航一批，近期资金周转紧张需要贷款。,1,0
9425,0.13,70000,12,1,因企业承接了一项工程需要资金周转，望领导们审核批准，我们是老客户了，每次都是按时还款，请领导们批准,0,1
9426,0.13,100000,12,,由于我园生源增加，需要新建教室，故此借款。,0,0
9427,0.13,50000,36,,本人工资充足，还款没有问题。走银行贷款比较麻烦，所以来此宝地尝试一下，希望大家支持！谢谢！,0,0
9428,0.13,80000,36,,本人公务员，诚信借款进行家庭装修，保证按时还款。,0,1
9429,0.1,100000,3,,生意资金急需，进货急需资金。生意资金急需，进货急需资金。,1,0
9430,0.13,10000,36,1,我有固定单位，在国企上班，还款准时，希望大家支持。,0,0
9431,0.13,15000,15,1,本人年底结婚，近期房屋马上装修，单丝资金不足，我有固定的工作，为一名口腔医生。收入稳定，诚信。俗话说有借有还再借不难。,0,1
9432,0.15,80000,9,,购房借款，信用良好，有固定收入，由于在二月份刚买了辆帕萨特轿车，所以资金有点紧张，希望在这个平台能得到帮助，谢谢大家支持,0,1
9433,0.1,5000,3,1,第一次网贷 工薪族信用贷款 为购置电脑为工作所用,0,0
9434,0.13,10000,12,,本人自己经营一家背景墙专卖店，准备增加木地板项目。,0,0
9435,0.12,50000,9,1,本人近期想买车，特向贵平台申请贷款，谢谢,0,0
9436,0.18,50000,12,1,我提供给人人贷的信息及资料均是真实有效的，我愿意对我在人人贷的行为承担全部法律责任，在我未能按时还款时，我同意人人贷采取曝光资料等一切必要措施。,0,1
9437,0.13,20000,12,,第三次借款，累积信用！第三次借款，累积信用！第三次借款，累积信用！谢谢各位！！,0,0
9438,0.13,100000,36,1,本公司因新上项目，需购买相应设备，缺乏资金周转， 望贵单位予以批准，谢谢！顺祝商祺！！！,0,0
9439,0.13,20000,36,,我想借款创业，希望借款20000元，3年还完,0,0
9440,0.13,35000,12,,在自己村里买的2层楼房.现在需要3-4W装修剩下的.已经装修了一部分.,0,0
9441,0.13,20000,12,,装修房子，并且试试人人贷能不能用，月工资可以用来还款。,0,0
9442,0.2,50000,12,1,一直致力于提供最贴心的信贷服务和最优质的关怀。在我无往不利之时，你们默默站在我的身后；在我遇到资金困难时，别忘记还有你们，做我最坚实的后盾。，,0,0
9443,0.11,30000,6,1,工作稳定，信用记录良好，短期需要资金周转。,0,1
9444,0.18,80000,12,,和人人贷合作了3个年头，信誉很好，现在品牌折扣店旺季来临，急需资金备货周转,1,0
9445,0.13,19000,36,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
9446,0.13,48000,36,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
9447,0.13,65000,36,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
9448,0.13,22000,36,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
9449,0.12,200000,18,0,深圳市证大速贷小额贷款股份有限公司（“证大速贷”）成立于2010年，公司注册资本1亿元人民币，第一大股东证大集团（0755.HK）是以专业金融综合投资及房地产开发经营为主业的大型企业集团，第二大股东长安国际信托股份有限公司主要从事资金信托、融资租赁、投资银行业务等金融业务。证大速贷主要致力于为小微企业，个体工商户和中低收入个人提供快速便捷、免抵押、免担保的小额信贷服务。公司自成立以来发展迅速，先后在深圳、北京、上海、广州等主要一二线城市开设近48家营业网点。此外，证大速贷与中国银行、国家开发银行、江苏银行方资产管理公司等金融机构建立长期战略合作伙伴关系，累计为四万名小微客户提供了微金融服务，资产质量始终位于同行前列。,0,0
9450,0.13,30000,24,1,用于个人消费！有固定工作，在编在职人员。希望能通过,0,0
9451,0.13,20000,12,,希望能通过 本人诚实守信 还款及时 希望多多支持,0,0
9452,0.1,3000,3,1,手机换了不想修了 想换个新的智能手机！,0,0
9453,0.13,50000,24,,想开个服装美甲美容一条龙店面，缺少资金。,0,0
9454,0.13,50000,12,1,本人公司晋中开发区粮奶元贸易有限公司，主营酸奶批发零售，为了周转需要资金。,0,0
9455,0.11,10000,6,,没有理由，只想创业，希望用我的诚信取得这笔贷款,0,0
9456,0.11,3000,6,,买个手机借款描述应限制在20-500字之间,0,0
9457,0.13,50000,12,1,因承接一批项目，需要资金周转，望领导们审核批准,0,0
9458,0.13,15000,12,1,我想自己创业 闲暇时间还可以照顾宝宝 还请大家支持 谢谢,0,0
9459,0.13,50000,12,,借款用于筹备开实体店的装修，推广，进货及流动资金。,0,0
9460,0.13,30000,36,1,第1次借款，希望这个平台和大家支持啊，谢谢,0,0
9461,0.2,10000,6,,电脑坏了，逼着换台好电脑（工作要用电脑），可前段时间钱用多了，好借好还大伙帮个忙。,0,0
9462,0.13,25000,36,,提高生活质量，家里装修房子，然后结婚。希望好心人能帮我。谢谢,0,0
9463,0.13,55400,36,0,公司职员，现居贵州省遵义市，从事教育行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9464,0.13,46700,36,0,个体业主，现居贵州省遵义市，从事批发和零售业行业，经营稳定，收入良好，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9465,0.13,93400,36,0,公司职员，现居江苏省南通市，从事制造业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9466,0.12,57100,18,0,公司法人，现居北京省北京市，从事水利、环境和公共设施管理业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9467,0.13,5000,36,,购买生活用品，电脑桌，电脑桌椅。安装中宽带。,0,0
9468,0.13,100000,36,1,创业初期，资金周转困难，希望通过人人贷这一平台能借款周转。,0,0
9469,0.13,12000,12,1,年底结婚 房屋需要装修，急需资金 。绝对诚信，,1,0
9470,0.13,50000,12,,由于门市扩大经营，本人资金不够，特向人人贷借款，望贵单位给予支持。,0,0
9471,0.12,7000,9,,淘宝店铺资金周转 会按时还款 信誉良好,0,1
9472,0.11,60000,6,,本人刚购买房产一套，差6万元用于装修。本人在国有企业上班，无不良记录。,0,0
9473,0.13,10000,12,1,个人急需要用钱，信用任何问题，有固定工作，有还款能力,1,0
9474,0.13,10000,15,1,年底马上结婚了，房子需要装修。工作才三年时间，存款不足，希望得到帮助。绝对诚信,0,0
9475,0.13,500000,36,1,因公司办公迁址，需装修近距离住房。本人记录优良，收入稳定，有自主偿还本息的能力,0,1
9476,0.12,8000,9,1,个人资金出现问题，面临年底结婚，需一笔资金，月收入在4000以上。工作稳定。,0,1
9477,0.13,20000,12,,本人有稳定的工作，现单位工作有三年之久，担任主管职务，每月工资一万一千元左右。有使用7个月以上的信用卡，信用记录良好，每期全额还上，无逾期。现打算投资做点生意！！！,0,1
9478,0.15,10000,24,,rrrrrrrrruuuuuuuuuuuuuu,0,0
9479,0.1,3000,3,1,近段时间消费水平较高，需要一笔资金作周转,0,0
9480,0.13,30000,18,,1.11E+45,0,0
9481,0.13,10000,36,1,本人由于网点经营需要扩大，需要一笔资金做暂时的周转,0,0
9482,0.13,40000,18,,"本人工薪阶层，业余时间做点小生意，为了方便和客户的沟通能尽快的把产品送到客户手中,想买辆车",0,0
9483,0.13,500000,36,,购买原材料，资金周转，储配原材料，需要短期或长期的资金周转,0,0
9484,0.13,500000,36,,资金周转.........&gt;..............................................................................,0,0
9485,0.13,35000,24,1,个人资金周转，结婚用周转，谢谢你们，按时还款,0,1
9486,0.13,70000,36,,装修新婚房，年底结婚用，买的房子8月份交楼。我们的幸福就托付各位亲们咯。,0,0
9487,0.11,40000,6,1,最近加盟了一个茶叶店，需要资金周转，谢谢大家帮忙,0,0
9488,0.11,10000,6,1,体验网贷带来的快乐和生活品质，有借有还，再借不难！,0,0
9489,0.15,20000,3,,两个电脑店，小车一部，无房产。第一次接触网贷，试试什么样子的，请不要怀疑2万都还不起，淘宝网消费都vip4的了,0,0
9490,0.13,20000,24,,近期急需资金周转、也为了累计信用，方便以后的借款,1,0
9491,0.13,350000,36,1,用于商业投资，可以避免通货膨胀、货币贬值、利息下调等问题，实现资产的保值、增值;又可以获得比股票、债券、期货市场更稳定，比纯住宅投资和银行储蓄更高的回报率。,0,1
9492,0.14,30000,12,,资金周转，铺货资金周转，铺货资金周转，铺货,0,0
9493,0.13,50000,36,,本人现在购房，付全款还需50000元，银行贷款不合适,0,0
9494,0.13,500000,12,1,我公司为服装品牌经营公司，主营国际二线品牌numero时尚商务男装，品牌所有人为公司法人，自己设计、打板，他人代工，直营店铺18家，2013年对公营业收入490万，对私366余万，合计860余万，近半年流水453+287=740万。先借款主要为秋冬季货品订货定金。,0,0
9495,0.13,500000,36,,我想开办一个“舒适家”装饰公司，主营产品为：1、新风系统（松下）；2、净水系统（德国世宝康）；3、地热系统（德国赫曼）。公司目前业务已经开展，但需要流动资金；根据目前舒适家的理念“水、空气、温度”是生活品质的快速增长点，预计贵阳地区年工程量可以做到3千万-5千万，纯利润率30%左右。,0,0
9496,0.18,100000,24,,公司产品已投入市场，需要招聘销售人员扩大市场。,0,0
9497,0.13,6000,36,,本人急需5000-6000左右资金 本人在一家外资企业工作，已经工作4年，每月的15号都按时打卡发工资，有银行工资明细，月平均工资4000-5500左右 由于每月得付3000元房贷，所以选择的还款期限有点长。,1,1
9498,0.14,50000,36,1,最近房子装修马上结束了，想买些家电和一些家具，手上资金周转不开，现在想一笔钱！,0,0
9499,0.13,5000,12,,我要买一台电脑 我每月工资3500 请相信我的还款能力,0,0
9500,0.13,55400,36,0,公司职员，现居江苏省南京市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9501,0.13,62200,36,0,个体业主，现居贵州省遵义市，从事农、林、牧、渔业行业，经营稳定，收入良好，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9502,0.12,53400,18,0,公司法人，现居江苏省苏州市，从事批发和零售业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9503,0.13,77800,36,0,个体业主，现居江苏省苏州市，从事居民服务行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9504,0.13,55300,24,0,公司职员，现居江苏省苏州市，从事制造业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9505,0.13,35900,24,0,公司职员，现居广东省广州市，从事交通运输、仓储和邮政业行业，工作收入稳定，贷款用于买房。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9506,0.13,73800,36,0,公司职员，现居吉林省长春市，从事制造业行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9507,0.13,93400,36,0,公司职员，现居辽宁省沈阳市，从事制造业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9508,0.12,50700,18,0,公司法人，现居江苏省苏州市，从事批发和零售业行业，经营稳定，收入良好，贷款用于购买货物/原材/设备。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9509,0.13,46700,36,0,公司职员，现居江苏省南京市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9510,0.15,30000,6,1,"本人因资金暂时短缺，真诚借款，名下房产一套价值70万 宝马525,价值50万",0,0
9511,0.13,50000,36,,借款每月还本金及利息每月交借款管理费，期初服务费由人人贷平台收取,0,0
9512,0.13,250000,36,,本企02年建立运营至今先需要资金周转，希望在人人贷申请一笔借款。,0,0
9513,0.13,100000,36,1,因刚购买的住房，急需资金装修，请大家帮忙！,1,0
9514,0.12,3000,9,,本人是工薪阶层，借款时用于个人消费.....,0,0
9515,0.13,50000,12,1,承包60亩土地，现在种的有西瓜，茄子和毛豆。还需要一部分资金。,0,0
9516,0.15,20000,6,1,"本人幼师一名，诚信至上，短期资金周转，诚意求助,",0,0
9517,0.13,50000,36,,借 款新房子装修，希望一个星期以内能下款,0,0
9518,0.13,300000,12,,因工期延后，需小笔资金周转，可提前还款！请大家帮忙,0,0
9519,0.13,100000,24,1,资金用于天猫商城扩大经营，争取早日进入行业百强。,0,0
9520,0.24,20000,12,1,买空调，夏天热了，想给父母每一个立式空调，让他们舒适一些，想尽一个孩子该做的。,0,0
9521,0.24,10000,12,1,这个借款真心急用。 谢谢各位大哥大姐伸出援手、来日感激不尽。,1,0
9522,0.13,300000,12,1,由于公司要扩大经营，现需要去安达市开家分公司。所以需要资金购买车辆。,0,0
9523,0.13,500000,12,0,"公司业务需要,短期周转用.金泰木业有限公司，成立于1999年，是一家专业生产中、高档胶合板为主的企业。位于粤西南部湛江廉江市沙塘工业区，自有10万亩桉树资源，工厂占地200亩，厂房面积4万㎡，现有员工300余人，年产量20万m&sup3;。企业下设广东东美实业有限公司、香港荣凯国际有限公司、东莞市及时雨信息科技有限公司、东莞市大岭山多德建材商行等四家子公司。 金泰公司是专业生产、销售各种高、中档[GUAN牌]建筑模板的生产制造型企业。以优质的桉木及酚醛树脂胶为原料，桉木经开片、挑选、上胶，热压等工序，在高温、高压下通过冷却成型的工程建筑材料，具有超强防水、防腐、抗老化、表面光滑、不变形等优点，广泛应用于建筑工程中对砼墙表面要求较高的核电工程、高架桥、立交桥及坝、隧道和梁柱等处。",0,0
9524,0.18,26000,9,1,周转需要，信誉第一，别的没什么说了啊 ，,0,0
9525,0.13,10000,12,,本人收入稳定.工作之余.想兼职创业.望审批,0,1
9526,0.13,100000,36,,买门市房 缺钱偶 谢谢谢谢谢谢谢谢谢谢谢谢谢谢谢谢,0,0
9527,0.16,30000,6,1,老婆想马上结婚，但还差点家具，用于装修，等礼钱收完马上还，急，感之不尽！,1,0
9528,0.1,20000,3,,急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修急用钱装修,1,0
9529,0.2,10000,9,1,货品还没上市，需要部分流动资金，我一定准时还上，望大家多多帮助,0,0
9530,0.13,200000,36,,本人借款主要用于现在经营的澡堂装修，由于设施陈旧，准备重新装修。,0,0
9531,0.13,200000,12,1,收入稳定，有提成，自己也有小额投入稳健的项目，要装修套房，需现金周转。。。诚信贷款，按时还款。,0,1
9532,0.24,10000,9,1,加盟化妆品店，由于资金周转！想在本公司借一笔资金,0,0
9533,0.13,10000,12,,诚信借款 用作流动资金 每月营业流水8000左右,0,0
9534,0.15,100000,36,1,买车借款。全款买车奥迪Q5。因为差钱，所以进行贷款。,0,0
9535,0.13,100000,24,,本来自己又有辆车了现在想换一辆，希望能快速借款 信誉保证,0,0
9536,0.15,20000,24,1,借款的资金全部用作于投资朋友的淘宝店铺。希望能在人人贷完成个人目标。,0,0
9537,0.13,200000,12,,拥有大型运输卡车数辆，平房130平米一套，按揭楼房110平米一套，自经营煤碳销售厂一家。主要为周边单位及供热公司提供秋冬季供热煤炭。现为储备货源，需短期资金周转。信誉好，无任何不良记录。,0,0
9538,0.13,10000,12,1,本人国家事业单位，管理员正式编制。工作稳定，收入固定！月收入.工资加季度效益奖金3500-5000元 保证有能力还款。请各位朋友多多支持下，谢谢,0,1
9539,0.1,30000,3,1,我投资到朋友开的片石厂 总投资为10万元，现手上差3万 希望能通过网贷 解燃眉之急。,1,0
9540,0.13,8000,12,1,应急周转，互帮互助，人人为我，我为人人。,1,0
9541,0.13,15000,12,,个人消费用于购置家具，个人月薪4000，借款1年还上,0,0
9542,0.11,3000,6,,试试人人贷 累计信誉 个人上班兼做实体店，13年支付宝年度交易额129万,0,0
9543,0.12,76100,18,0,公司法人，现居山东省潍坊市，从事建筑业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9544,0.15,10000,12,,用于淘宝四钻店铺进货周转，按时还款，无压力,0,1
9545,0.13,93400,36,0,公司职员，现居吉林省长春市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9546,0.13,24600,36,0,公司职员，现居山东省潍坊市，从事教育行业，工作收入稳定，贷款用于购车。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9547,0.13,36900,36,0,公司职员，现居广东省广州市，从事教育行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9548,0.13,82900,24,0,公司职员，现居江苏省南京市，从事信息传输、计算机服务和软件业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9549,0.13,62200,36,0,个体业主，现居贵州省贵阳市，从事批发和零售业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9550,0.13,46700,36,0,公司职员，现居辽宁省沈阳市，从事公共管理、社会组织和国际组织行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9551,0.13,150000,36,1,本人收入来源稳定，有稳定还款能力，诚信。现差部分资金购车,0,1
9552,0.13,100000,24,1,本人想开一家小吃店，店铺转南费4万，装修费2万，设备2.5万 店铺地点开在，福建省泉州市丰泽区打西街,0,0
9553,0.13,50000,12,,本人购房首付差5万，很急，希望大家帮忙。保证每月按时还本金利息,1,1
9554,0.12,50700,18,0,公司法人，现居天津省天津市，从事交通运输、仓储和邮政业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9555,0.12,63400,18,0,公司法人，现居北京省北京市，从事批发和零售业行业，经营稳定，收入良好，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9556,0.13,34600,24,0,公司职员，现居北京省北京市，从事批发和零售业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9557,0.13,62200,36,0,公司职员，现居贵州省贵阳市，从事建筑业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9558,0.15,50000,12,,生意周转，好借好还。因为想扩大一点生意活动范围,0,0
9559,0.13,200000,36,1,"本人系通信行业人员,近期承接综合布线和通信网络施工,继续资金进行物质采购,作为短期周转.所选择还款周期长的原因,是因考虑分期还款,为减少近期压力,所以多选了分期,资金到位后将考虑提前还款.",0,0
9560,0.13,15000,12,,本人想开一家实体平面设计店，但是由于资金缺乏，所以想借助这个平台得到帮助,0,0
9561,0.13,27600,24,0,公司职员，现居江苏省南通市，从事水利、环境和公共设施管理业行业，工作收入稳定，贷款用于装修。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9562,0.13,27600,24,0,公司职员，现居广东省广州市，从事信息传输、计算机服务和软件业行业，工作收入稳定，贷款用于兼职创业。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9563,0.13,46700,36,0,个体业主，现居重庆省重庆市，从事房地产业行业，经营稳定，收入良好，贷款用于开一家快餐美食店。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9564,0.13,24600,36,0,公司职员，现居贵州省遵义市，从事教育行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9565,0.13,34600,24,0,公司职员，现居江苏省南通市，从事电力、燃气及水的生产和供应业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9566,0.12,76100,18,0,公司法人，现居福建省厦门市，从事建筑业行业，经营稳定，收入良好，贷款用于扩大生产/经营。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9567,0.13,77800,36,0,公司职员，现居贵州省贵阳市，从事批发和零售业行业，工作收入稳定，贷款用于资金周转。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
9568,0.13,27600,24,0,公司职员，现居北京省北京市，从事批发和零售业行业，工作收入稳定，贷款用于日常生活消费。上述信息已经实地认证方友众信业公司考察认证。同时，经审核借款人所提供资料真实有效，符合人人贷的借款审核标准。,0,1
